rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec
1557,EPIC 220579319.01,EPIC 220579319,,,EPIC 220579319,EPIC 220579319.01,,,TIC 266012798,Gaia DR2 2581695323978577664,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,39.3266,0.0131,-0.0078,0,,,,,3.57,0.28,-0.35,0,0.318,0.025,-0.031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457416.741,0.006,-0.0072,0,BJD,0,,,,,0.063,0.0033,-0.0031,0,8.28,0.264,-0.432,0,33.3,8.8,-3.8,0,0.0243,0.0011,-0.0023,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.346,0.088,-0.038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m42.62s,12.6775686,+08d34m50.08s,8.5805773,-54.29073,122.62375,2.89855,14.99383,29.7906777,0.0490656,-0.0490656,21.6102,0.0595373,-0.0595373,-20.5057,0.0338286,-0.0338286,545.213,10.872,-10.462,1.8055,0.0356107,-0.0356107,13.87,0.038,-0.038,13.158,0.092,-0.092,11.885,0.027,-0.027,11.584,0.023,-0.023,11.485,0.023,-0.023,15.1352,0.0044357,-0.0044357,14.2575,0.0031782,-0.0031782,13.2802,0.0045647,-0.0045647,13.002,0.0018146,-0.0018146,13.0492,0.0034295,-0.0034295,11.453,0.023,-0.023,11.494,0.021,-0.021,11.387,0.184,-0.184,9.137,,,13.0097,0.000525,-0.000525,,,,12.5385,0.0065,-0.0065,13.016,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1558,EPIC 220598367.02,EPIC 220598367,,,EPIC 220598367,EPIC 220598367.02,,,TIC 257816591,Gaia DR2 2578219187902664576,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.64514,0.00022,-0.00022,0,,,,,6.5,2.5,-2.9,0,0.58,0.22,-0.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457396.685,0.0011,-0.0011,0,BJD,0,,,,,0.2285,0.0058,-0.0061,0,2.592,0.264,-0.168,0,12.3,3,-12.4,0,0.056,0.017,-0.024,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.06,0.24,-0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m28.04s,17.3668367,+08d59m17.82s,8.9882823,-53.62002,130.45162,1.49367,19.43213,10.3272326,0.1146844,-0.1146844,1.71105,0.159705,-0.159705,-10.1845,0.113154,-0.113154,595.529,31.311,-31.311,1.65164,0.0861438,-0.0861438,15.285,0.067,-0.067,14.423,0.16,-0.16,12.757,0.024,-0.024,12.349,0.024,-0.024,12.222,0.026,-0.026,,,,,,,,,,,,,,,,12.172,0.025,-0.025,12.175,0.025,-0.025,12.09,0.352,-0.352,8.954001,,,14.0878,0.00062,-0.00062,,,,13.5499,0.0066,-0.0066,14.127,,,2019-09-05,2019-09,2019-09-05,1,8,1,0,0,0,0,0,0
1559,EPIC 220605820.01,EPIC 220605820,,,EPIC 220605820,EPIC 220605820.01,,,TIC 369478173,Gaia DR2 2581190961674240384,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,46.47688,0.00092,-0.00091,0,,,,,62,17,-28,0,5.5,1.5,-2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457423.88,0.00066,-0.00065,0,BJD,0,,,,,1.5,0.012,-0.011,0,6.504,0.144,-0.144,0,38.1,1.4,-2.3,0,0.238,0.065,-0.108,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2.394,0.053,-0.035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h03m38.55s,15.9106192,+09d09m16.06s,9.1544624,-53.59686,128.01195,2.19562,18.16547,5.4957849,0.0582716,-0.0582716,4.13459,0.0682086,-0.0682086,-3.62061,0.0419115,-0.0419115,1096.56,39.65,-37.03,0.881804,0.0316902,-0.0316902,14.941,0.03,-0.03,13.947,0.172,-0.172,12.384,0.023,-0.023,11.923,0.024,-0.024,11.866,0.029,-0.029,16.3551,0.0071328,-0.0071328,14.5822,0.0034488,-0.0034488,13.8458,0.0059784,-0.0059784,16.6684,0.0169197,-0.0169197,13.4385,0.0042407,-0.0042407,11.792,0.022,-0.022,11.854,0.022,-0.022,11.551,0.277,-0.277,8.71,,,13.7872,0.000348,-0.000348,,,,13.2124,0.0067,-0.0067,13.762,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1560,EPIC 220606084.01,EPIC 220606084,,,EPIC 220606084,EPIC 220606084.01,,,TIC 429052510,Gaia DR2 2581193091978001920,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,12.32,1.37,-0.78,0,1.099,0.122,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457451.251,0.00064,-0.00067,0,BJD,0,,,,,0.4902,0.0057,-0.0057,0,8.16,0.144,-0.144,0,,,,,0.0665,0.002,-0.0034,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.698,0.182,-0.062,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m43.62s,15.6817468,+09d09m35.86s,9.1599614,-53.60874,127.63156,2.28726,17.9587,3.6192587,0.0608411,-0.0608411,3.57721,0.0612398,-0.0612398,-0.550093,0.040539,-0.040539,727.107,21.293,-20.135,1.3463,0.0388901,-0.0388901,13.848,0.018,-0.018,13.114,0.103,-0.103,11.859,0.021,-0.021,11.49,0.031,-0.031,11.461,0.022,-0.022,15.0509,0.0048552,-0.0048552,14.9117,0.012051,-0.012051,14.7493,0.0112094,-0.0112094,14.6279,0.0119231,-0.0119231,12.9867,0.004697,-0.004697,11.409,0.023,-0.023,11.451,0.021,-0.021,12.007,0.37,-0.37,8.368,,,13.0047,0.000424,-0.000424,,,,12.5377,0.0071,-0.0071,13.004,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1561,EPIC 220616148.01,EPIC 220616148,,,EPIC 220616148,EPIC 220616148.01,,,TIC 401493706,Gaia DR2 2581107433150151936,0,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,2019-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,6.73572,0.00036,-0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457398.493,0.0021,-0.0028,0,BJD,0,0.35,0.1,-0.11,0,,,,,,,,,9.437,0.5,-0.52,0,0.01853,0.0013,-0.00069,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,5740,,,0,1.17,0.1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h57m00.57s,14.2523556,+09d23m09.73s,9.3860363,-53.46074,125.2405,3.03862,16.7422,12.2092071,0.0439681,-0.0439681,10.8899,0.0469403,-0.0469403,-5.5204,0.0296942,-0.0296942,716.222,17.469,-16.672,1.36724,0.0330293,-0.0330293,14.52,0.035,-0.035,13.838,0.137,-0.137,12.553,0.024,-0.024,12.259,0.034,-0.034,12.217,0.024,-0.024,15.6321,0.0058556,-0.0058556,14.4271,0.0049111,-0.0049111,14.9042,0.011686,-0.011686,13.5604,0.0089167,-0.0089167,13.5484,0.0049799,-0.0049799,12.179,0.023,-0.023,12.218,0.024,-0.024,12.153,0.394,-0.394,8.828,,,13.6877,0.00026,-0.00026,,,,13.231,0.0073,-0.0073,13.67,,,2019-09-19,2019-02,2019-09-19,0,8,1,0,0,0,0,0,0
1562,EPIC 220616148.01,EPIC 220616148,,,EPIC 220616148,EPIC 220616148.01,,,TIC 401493706,Gaia DR2 2581107433150151936,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,2019-02,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.73511,0.00078,-0.00078,0,,,,,3.9,1.1,-1.8,0,0.35,0.098,-0.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457398.502,0.0051,-0.005,0,BJD,0,,,,,0.0661,0.0031,-0.0032,0,4.992,0.552,-0.648,0,4.7,1.4,-6.3,0,0.0304,0.0086,-0.0135,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.167,0.098,-0.098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h57m00.57s,14.2523556,+09d23m09.73s,9.3860363,-53.46074,125.2405,3.03862,16.7422,12.2092071,0.0439681,-0.0439681,10.8899,0.0469403,-0.0469403,-5.5204,0.0296942,-0.0296942,716.222,17.469,-16.672,1.36724,0.0330293,-0.0330293,14.52,0.035,-0.035,13.838,0.137,-0.137,12.553,0.024,-0.024,12.259,0.034,-0.034,12.217,0.024,-0.024,15.6321,0.0058556,-0.0058556,14.4271,0.0049111,-0.0049111,14.9042,0.011686,-0.011686,13.5604,0.0089167,-0.0089167,13.5484,0.0049799,-0.0049799,12.179,0.023,-0.023,12.218,0.024,-0.024,12.153,0.394,-0.394,8.828,,,13.6877,0.00026,-0.00026,,,,13.231,0.0073,-0.0073,13.67,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1563,EPIC 220616148.02,EPIC 220616148,,,EPIC 220616148,EPIC 220616148.02,,,TIC 401493706,Gaia DR2 2581107433150151936,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,15.1563,0.002,-0.0021,0,,,,,3.01,0.44,-1.15,0,0.269,0.039,-0.103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457392.649,0.0065,-0.0058,0,BJD,0,,,,,0.0622,0.0039,-0.004,0,4.92,0.36,-0.576,0,20.4,11.7,-4.2,0,0.0237,0.0029,-0.0088,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.167,0.098,-0.098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h57m00.57s,14.2523556,+09d23m09.73s,9.3860363,-53.46074,125.2405,3.03862,16.7422,12.2092071,0.0439681,-0.0439681,10.8899,0.0469403,-0.0469403,-5.5204,0.0296942,-0.0296942,716.222,17.469,-16.672,1.36724,0.0330293,-0.0330293,14.52,0.035,-0.035,13.838,0.137,-0.137,12.553,0.024,-0.024,12.259,0.034,-0.034,12.217,0.024,-0.024,15.6321,0.0058556,-0.0058556,14.4271,0.0049111,-0.0049111,14.9042,0.011686,-0.011686,13.5604,0.0089167,-0.0089167,13.5484,0.0049799,-0.0049799,12.179,0.023,-0.023,12.218,0.024,-0.024,12.153,0.394,-0.394,8.828,,,13.6877,0.00026,-0.00026,,,,13.231,0.0073,-0.0073,13.67,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1564,EPIC 220631484.01,EPIC 220631484,,,EPIC 220631484,EPIC 220631484.01,,,TIC 257804318,Gaia DR2 2582817276810486016,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.26773,0.00029,-0.00028,0,,,,,4.04,0.76,-3.26,0,0.36,0.068,-0.291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457396.492,0.00081,-0.00084,0,BJD,0,,,,,0.1965,0.0099,-0.011,0,1.056,0.12,-0.192,0,74,39,-31,0,0.0456,0.007,-0.0367,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.813,0.091,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h08m06.17s,17.0257216,+09d44m12.17s,9.7367126,-52.91423,129.75157,2.31386,19.40538,12.3782142,0.0383753,-0.0383753,1.74779,0.0543927,-0.0543927,12.2542,0.0379794,-0.0379794,412.391,5.108,-4.987,2.39619,0.0294573,-0.0294573,14.51,0.055,-0.055,13.753,0.114,-0.114,12.288,0.022,-0.022,11.93,0.023,-0.023,11.86,0.021,-0.021,15.8051,0.0065277,-0.0065277,15.2068,0.0061744,-0.0061744,13.6485,0.001805,-0.001805,13.5545,0.0032377,-0.0032377,13.6194,0.0064418,-0.0064418,11.816,0.023,-0.023,11.847,0.022,-0.022,11.77,0.255,-0.255,8.849,,,13.5742,0.000497,-0.000497,,,,13.0681,0.0064,-0.0064,13.597,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1565,EPIC 220639177.01,EPIC 220639177,,,EPIC 220639177,EPIC 220639177.01,,,TIC 266013060,Gaia DR2 2582125507902684160,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2019,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.14238,0.00043,-0.00069,0,,,,,1.75,0.22,-0.43,0,0.156,0.02,-0.038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457396.861,0.003,-0.0021,0,BJD,0,,,,,0.0589,0.0069,-0.0065,0,1.152,0.12,-0.168,0,41.2,19.3,-9.5,0,0.0236,0.0027,-0.0057,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.679,0.039,-0.031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m48.49s,12.702046,+09d55m03.35s,9.9175983,-52.95383,122.67451,4.12099,15.53695,50.4906496,0.177828,-0.177828,45.4497,0.190077,-0.190077,21.9916,0.111242,-0.111242,205.004,5.174,-4.929,4.85314,0.119212,-0.119212,13.89,0.035,-0.035,13.095,0.114,-0.114,11.344,0.026,-0.026,10.882,0.022,-0.022,10.777,0.024,-0.024,15.3922,0.0060958,-0.0060958,15.4698,0.0120373,-0.0120373,12.9011,0.0014266,-0.0014266,12.594,0.0013177,-0.0013177,13.0502,0.0055889,-0.0055889,10.697,0.024,-0.024,10.736,0.021,-0.021,10.648,0.108,-0.108,8.625,,,12.8423,0.002747,-0.002747,,,,12.2729,0.0068,-0.0068,12.771,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
1566,EPIC 220643470.01,EPIC 220643470,,,EPIC 220643470,EPIC 220643470.01,,,TIC 405336406,Gaia DR2 2582183683235097728,1,CANDIDATE,Kruse et al. 2019,1,0,0,0,Transit,2018,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.653275,0.000025,-0.000024,0,,,,,118,10,-14,0,10.5,0.9,-1.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457393.811,0.00045,-0.00046,0,BJD,0,,,,,0.14384,0.00099,-0.00099,0,3.9168,0.0312,-0.0312,0,2.566,0.08,-0.105,0,0.0434,0.002,-0.0035,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,24.8,1.9,-2.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h49m35.40s,12.3975189,+10d01m12.10s,10.0200266,-52.84902,122.17864,4.3321,15.29992,17.5577686,0.07585,-0.07585,-13.5481,0.0900357,-0.0900357,-11.168,0.0478551,-0.0478551,2163.13,245.74,-202.78,0.413662,0.0481007,-0.0481007,12.697,0.272,-0.272,11.076,0.062,-0.062,9.026,0.023,-0.023,8.33,0.033,-0.033,8.229,0.018,-0.018,,,,,,,,,,,,,,,,8.148,0.024,-0.024,8.254,0.019,-0.019,8.173,0.023,-0.023,8.127,0.258,-0.258,10.8306,0.000431,-0.000431,,,,10.1198,0.0075,-0.0075,10.839,,,2019-09-05,2019-09,2019-09-05,0,8,1,0,0,0,0,0,0
